XS_ID,Point_ID,Running Distance (m),Offset,Reduced_Level,Level_Datum,G_Northing,G_Easting,G_Datum,Circuit,Code
MB3,3017,321.228,0.006,100.238,Otago Vertical Datum,4864216.593,1356016.586,NZGD2000,NZTM,Spot Height
MB3,3018,336.183,0,100.203,Otago Vertical Datum,4864205.76,1356026.895,NZGD2000,NZTM,Spot Height
MB3,3019,353.208,-0.025,100.295,Otago Vertical Datum,4864193.439,1356038.645,NZGD2000,NZTM,Spot Height
MB3,3020,366.587,-0.02,100.334,Otago Vertical Datum,4864183.74,1356047.86,NZGD2000,NZTM,Spot Height
MB3,3021,371.183,-0.014,100.17,Otago Vertical Datum,4864180.405,1356051.023,NZGD2000,NZTM,Spot Height
MB3,3022,372.452,-0.009,99.666,Otago Vertical Datum,4864179.482,1356051.894,NZGD2000,NZTM,Drain
MB3,3023,373.377,-0.007,99.681,Otago Vertical Datum,4864178.81,1356052.53,NZGD2000,NZTM,Drain
MB3,3024,374.845,0.002,100.277,Otago Vertical Datum,4864177.74,1356053.535,NZGD2000,NZTM,Spot Height
MB3,3025,379.336,-0.012,100.75,Otago Vertical Datum,4864174.495,1356056.64,NZGD2000,NZTM,Spot Height
MB3,3026,394.478,-0.012,100.909,Otago Vertical Datum,4864163.522,1356067.073,NZGD2000,NZTM,Spot Height
MB3,3027,400.433,-0.022,101.778,Otago Vertical Datum,4864159.213,1356071.184,NZGD2000,NZTM,Spot Height
MB3,3028,404.188,-0.002,101.579,Otago Vertical Datum,4864156.478,1356073.757,NZGD2000,NZTM,Spot Height
MB3,3029,410.14,0.002,102.015,Otago Vertical Datum,4864152.162,1356077.856,NZGD2000,NZTM,Spot Height
MB3,3030,420.619,-0.005,103.13,Otago Vertical Datum,4864144.573,1356085.081,NZGD2000,NZTM,Spot Height
MB3,3031,425.163,0,103.495,Otago Vertical Datum,4864141.276,1356088.209,NZGD2000,NZTM,Spot Height
MB3,3032,432.224,-0.009,103.333,Otago Vertical Datum,4864136.166,1356093.081,NZGD2000,NZTM,Spot Height
MB3,3033,435.382,0.009,103.8,Otago Vertical Datum,4864133.864,1356095.244,NZGD2000,NZTM,Fence
MB3,3034,441.336,-0.001,104.211,Otago Vertical Datum,4864129.556,1356099.354,NZGD2000,NZTM,Fence
MB3,3035,447.51,-0.009,104.557,Otago Vertical Datum,4864125.088,1356103.614,NZGD2000,NZTM,Dune
MB3,3036,450.332,-0.002,105.047,Otago Vertical Datum,4864123.038,1356105.553,NZGD2000,NZTM,Dune
MB3,3037,454.239,0.007,106.098,Otago Vertical Datum,4864120.2,1356108.239,NZGD2000,NZTM,Dune
MB3,3038,461.243,-0.01,106.645,Otago Vertical Datum,4864115.136,1356113.078,NZGD2000,NZTM,Fence
MB3,3039,463.82,0.021,105.584,Otago Vertical Datum,4864113.247,1356114.831,NZGD2000,NZTM,Dune
MB3,3040,468.816,0,101.978,Otago Vertical Datum,4864109.641,1356118.289,NZGD2000,NZTM,Dune
MB3,3041,472.067,0,101.38,Otago Vertical Datum,4864107.285,1356120.529,NZGD2000,NZTM,Dune
MB3,3042,482.699,0.002,101.913,Otago Vertical Datum,4864099.579,1356127.854,NZGD2000,NZTM,Dune
MB3,3043,493.008,-0.035,102.212,Otago Vertical Datum,4864092.134,1356134.984,NZGD2000,NZTM,Dune
MB3,3044,504.976,-0.008,102.652,Otago Vertical Datum,4864083.442,1356143.211,NZGD2000,NZTM,Dune
MB3,3045,513.018,-0.005,103.406,Otago Vertical Datum,4864077.612,1356148.751,NZGD2000,NZTM,Dune
MB3,3046,529.36,0.006,104.386,Otago Vertical Datum,4864065.761,1356160.004,NZGD2000,NZTM,Dune
MB3,3047,538.703,-0.031,104.991,Otago Vertical Datum,4864059.016,1356166.468,NZGD2000,NZTM,Dune
MB3,3048,546.161,0.005,105.453,Otago Vertical Datum,4864053.586,1356171.581,NZGD2000,NZTM,Sand
MB3,3049,551.484,-0.014,104.686,Otago Vertical Datum,4864049.742,1356175.263,NZGD2000,NZTM,Sand
MB3,3050,555.595,0.009,103.752,Otago Vertical Datum,4864046.747,1356178.079,NZGD2000,NZTM,Sand
MB3,3051,559.341,-0.006,103.599,Otago Vertical Datum,4864044.042,1356180.671,NZGD2000,NZTM,Sand
MB3,3052,567.2,0.007,103.656,Otago Vertical Datum,4864038.338,1356186.077,NZGD2000,NZTM,Sand
MB3,3053,575.255,0.022,103.587,Otago Vertical Datum,4864032.49,1356191.617,NZGD2000,NZTM,Sand
MB3,3054,583.597,-0.006,103.099,Otago Vertical Datum,4864026.464,1356197.385,NZGD2000,NZTM,Sand
MB3,3055,592.041,0.021,102.685,Otago Vertical Datum,4864020.326,1356203.184,NZGD2000,NZTM,Sand
MB3,3056,599.488,-0.011,102.349,Otago Vertical Datum,4864014.951,1356208.339,NZGD2000,NZTM,Sand
MB3,3057,605.973,0,101.858,Otago Vertical Datum,4864010.244,1356212.8,NZGD2000,NZTM,Sand
MB3,3058,614.934,0,100.651,Otago Vertical Datum,4864003.75,1356218.974,NZGD2000,NZTM,Sand
MB3,3059,618.664,0,99.946,Otago Vertical Datum,4864001.047,1356221.544,NZGD2000,NZTM,Sand
MB3,3060,621.372,0,99.479,Otago Vertical Datum,4863999.085,1356223.41,NZGD2000,NZTM,Sand
MB3,3061,625.756,0,98.976,Otago Vertical Datum,4863995.908,1356226.431,NZGD2000,NZTM,Sand
MB4,4000,0.257,-0.003,127.381,Otago Vertical Datum,4865519.007,1358338.516,NZGD2000,NZTM,Fence
MB4,4001,3.554,0.004,127.211,Otago Vertical Datum,4865516.677,1358340.849,NZGD2000,NZTM,Spot Height
MB4,4002,4.548,-0.012,127.135,Otago Vertical Datum,4865515.987,1358341.565,NZGD2000,NZTM,Road Edge
MB4,4003,7.898,0.007,127.314,Otago Vertical Datum,4865513.611,1358343.926,NZGD2000,NZTM,Road Centreline
MB4,4004,11.054,-0.012,127.071,Otago Vertical Datum,4865511.399,1358346.177,NZGD2000,NZTM,Road Edge
MB4,4005,12.283,-0.001,127.147,Otago Vertical Datum,4865510.524,1358347.041,NZGD2000,NZTM,Spot Height
MB4,4006,18.939,0.001,127.215,Otago Vertical Datum,4865505.829,1358351.758,NZGD2000,NZTM,Fence
MB4,4007,24.131,0.001,127.046,Otago Vertical Datum,4865502.167,1358355.439,NZGD2000,NZTM,Spot Height
MB4,4008,33.83,-0.003,126.818,Otago Vertical Datum,4865495.329,1358362.318,NZGD2000,NZTM,Spot Height
MB4,4009,44.126,0.005,126.442,Otago Vertical Datum,4865488.063,1358369.612,NZGD2000,NZTM,Spot Height
MB4,4010,54.633,-0.001,126.256,Otago Vertical Datum,4865480.657,1358377.065,NZGD2000,NZTM,Spot Height
MB4,4011,65.104,0.011,125.56,Otago Vertical Datum,4865473.264,1358384.48,NZGD2000,NZTM,Spot Height
MB4,4012,74.582,0,124.829,Otago Vertical Datum,4865466.587,1358391.207,NZGD2000,NZTM,Spot Height
MB4,4013,79.333,0.009,124.879,Otago Vertical Datum,4865463.23,1358394.57,NZGD2000,NZTM,Spot Height
MB4,4014,90.186,-0.005,122.427,Otago Vertical Datum,4865455.586,1358402.274,NZGD2000,NZTM,Spot Height
MB4,4015,99.372,-0.015,119.664,Otago Vertical Datum,4865449.115,1358408.793,NZGD2000,NZTM,Spot Height
MB4,4016,108.893,-0.002,116.962,Otago Vertical Datum,4865442.39,1358415.534,NZGD2000,NZTM,Spot Height
MB4,4017,112.487,0.005,116.896,Otago Vertical Datum,4865439.851,1358418.077,NZGD2000,NZTM,Dune
MB4,4018,114.821,0.005,116.321,Otago Vertical Datum,4865438.205,1358419.732,NZGD2000,NZTM,Dune
MB4,4019,123.154,0.003,115.223,Otago Vertical Datum,4865432.329,1358425.641,NZGD2000,NZTM,Dune
MB4,4020,131.472,-0.004,116.529,Otago Vertical Datum,4865426.468,1358431.543,NZGD2000,NZTM,Dune
MB4,4021,138.853,-0.002,118.157,Otago Vertical Datum,4865421.261,1358436.774,NZGD2000,NZTM,Dune
MB4,4022,147.222,0,119.66,Otago Vertical Datum,4865415.358,1358442.706,NZGD2000,NZTM,Dune
MB4,4023,153.197,0.012,119.649,Otago Vertical Datum,4865411.135,1358446.934,NZGD2000,NZTM,Dune
MB4,4024,157.491,-0.007,116.901,Otago Vertical Datum,4865408.12,1358449.991,NZGD2000,NZTM,Dune
MB4,4025,160.143,-0.012,115.21,Otago Vertical Datum,4865406.253,1358451.875,NZGD2000,NZTM,Dune
MB4,4026,166.847,-0.003,113.246,Otago Vertical Datum,4865401.519,1358456.622,NZGD2000,NZTM,Dune
MB4,4027,175.569,-0.006,111.829,Otago Vertical Datum,4865395.37,1358462.807,NZGD2000,NZTM,Dune
MB4,4028,181.635,-0.006,110.461,Otago Vertical Datum,4865391.092,1358467.108,NZGD2000,NZTM,Dune
MB4,4029,183.318,-0.003,110.128,Otago Vertical Datum,4865389.903,1358468.299,NZGD2000,NZTM,Dune
MB4,4030,187.774,-0.013,108.595,Otago Vertical Datum,4865386.768,1358471.465,NZGD2000,NZTM,Dune
MB4,4031,193.418,0.003,107.931,Otago Vertical Datum,4865382.775,1358475.455,NZGD2000,NZTM,Dune
MB4,4032,198.551,-0.021,106.59,Otago Vertical Datum,4865379.173,1358479.111,NZGD2000,NZTM,Dune
MB4,4033,200.557,-0.005,106.109,Otago Vertical Datum,4865377.746,1358480.522,NZGD2000,NZTM,Dune
MB4,4034,207.223,-0.011,106.123,Otago Vertical Datum,4865373.05,1358485.252,NZGD2000,NZTM,Dune
MB4,4035,211.744,-0.004,105.818,Otago Vertical Datum,4865369.856,1358488.452,NZGD2000,NZTM,Fence
MB4,4036,217.022,0.002,104.896,Otago Vertical Datum,4865366.13,1358492.19,NZGD2000,NZTM,Sand
MB4,4037,223.089,-0.002,104.681,Otago Vertical Datum,4865361.853,1358496.494,NZGD2000,NZTM,Sand
MB4,4038,232.87,-0.004,104.764,Otago Vertical Datum,4865354.957,1358503.43,NZGD2000,NZTM,Sand
MB4,4039,239.23,-0.007,105.062,Otago Vertical Datum,4865350.474,1358507.941,NZGD2000,NZTM,Sand
MB4,4040,241.542,-0.022,105.058,Otago Vertical Datum,4865348.854,1358509.591,NZGD2000,NZTM,Sand
MB4,4041,247.335,0.025,105.153,Otago Vertical Datum,4865344.735,1358513.664,NZGD2000,NZTM,Sand
MB4,4042,252.821,-0.013,105.195,Otago Vertical Datum,4865340.893,1358517.581,NZGD2000,NZTM,Sand
MB4,4043,259.57,0.016,104.554,Otago Vertical Datum,4865336.113,1358522.345,NZGD2000,NZTM,Sand
MB4,4044,265.206,-0.004,104.025,Otago Vertical Datum,4865332.152,1358526.355,NZGD2000,NZTM,Sand
MB4,4045,271.897,-0.001,103.99,Otago Vertical Datum,4865327.431,1358531.096,NZGD2000,NZTM,Sand
MB4,4046,278.521,-0.003,104.011,Otago Vertical Datum,4865322.761,1358535.794,NZGD2000,NZTM,Sand
MB4,4047,283.497,-0.007,103.327,Otago Vertical Datum,4865319.254,1358539.324,NZGD2000,NZTM,Sand
MB4,4048,289.083,-0.011,102.636,Otago Vertical Datum,4865315.318,1358543.287,NZGD2000,NZTM,Sand
MB4,4049,295.683,-0.002,101.739,Otago Vertical Datum,4865310.656,1358547.96,NZGD2000,NZTM,Sand
MB4,4050,301.231,-0.013,101.088,Otago Vertical Datum,4865306.752,1358551.901,NZGD2000,NZTM,Sand
MB4,4051,307.554,0.001,100.436,Otago Vertical Datum,4865302.282,1358556.374,NZGD2000,NZTM,Sand
MB4,4052,312.744,-0.008,99.878,Otago Vertical Datum,4865298.629,1358560.06,NZGD2000,NZTM,Sand
MB4,4053,322.781,-0.008,98.649,Otago Vertical Datum,4865291.55,1358567.176,NZGD2000,NZTM,Sand
MB5,5000,2.723,0.001,126.474,Otago Vertical Datum,4866397.555,1360132.782,NZGD2000,NZTM,Fence
MB5,5001,7.247,0.022,126.188,Otago Vertical Datum,4866394.384,1360136.009,NZGD2000,NZTM,Spot Height
MB5,5002,11.183,0.019,125.828,Otago Vertical Datum,4866391.641,1360138.832,NZGD2000,NZTM,Road Edge
MB5,5003,15.004,0.021,126.13,Otago Vertical Datum,4866388.974,1360141.569,NZGD2000,NZTM,Road Centreline
MB5,5004,18.498,0.003,125.842,Otago Vertical Datum,4866386.55,1360144.085,NZGD2000,NZTM,Road Edge
MB5,5005,20.445,0.042,125.932,Otago Vertical Datum,4866385.164,1360145.453,NZGD2000,NZTM,Fence
MB5,5006,26.4,0.013,125.573,Otago Vertical Datum,4866381.031,1360149.74,NZGD2000,NZTM,Spot Height
MB5,5007,37.257,-0.003,125.392,Otago Vertical Datum,4866373.469,1360157.53,NZGD2000,NZTM,Spot Height
MB5,5008,52.491,-0.007,124.975,Otago Vertical Datum,4866362.846,1360168.449,NZGD2000,NZTM,Spot Height
MB5,5009,67.509,0.005,124.564,Otago Vertical Datum,4866352.361,1360179.202,NZGD2000,NZTM,Spot Height
MB5,5010,86.65,-0.001,124.199,Otago Vertical Datum,4866339.014,1360192.922,NZGD2000,NZTM,Spot Height
MB5,5011,103.291,-0.001,123.892,Otago Vertical Datum,4866327.407,1360204.846,NZGD2000,NZTM,Spot Height
MB5,5012,118.494,-0.011,123.668,Otago Vertical Datum,4866316.809,1360215.747,NZGD2000,NZTM,Spot Height
MB5,5013,131.748,0.088,123.323,Otago Vertical Datum,4866307.493,1360225.175,NZGD2000,NZTM,Spot Height
MB5,5014,144.52,0.014,122.806,Otago Vertical Datum,4866298.637,1360234.378,NZGD2000,NZTM,Spot Height
MB5,5015,155.281,-0.003,122.383,Otago Vertical Datum,4866291.143,1360242.101,NZGD2000,NZTM,Spot Height
MB5,5016,166.23,0.006,121.747,Otago Vertical Datum,4866283.5,1360249.94,NZGD2000,NZTM,Spot Height
MB5,5017,176.438,0.006,120.995,Otago Vertical Datum,4866276.379,1360257.255,NZGD2000,NZTM,Spot Height
MB5,5018,181.998,0.007,120.787,Otago Vertical Datum,4866272.5,1360261.238,NZGD2000,NZTM,Fence
MB5,5019,182.05,0.013,120.79,Otago Vertical Datum,4866272.459,1360261.271,NZGD2000,NZTM,Spot Height
MB5,5020,183.903,-0.016,120.529,Otago Vertical Datum,4866271.188,1360262.619,NZGD2000,NZTM,Vegetation
MB5,5021,197.14,0,117.621,Otago Vertical Datum,4866261.943,1360272.093,NZGD2000,NZTM,Vegetation
MB5,5022,212.722,-0.007,107.918,Otago Vertical Datum,4866251.079,1360283.263,NZGD2000,NZTM,Vegetation
MB5,5023,217.822,0,107.725,Otago Vertical Datum,4866247.517,1360286.912,NZGD2000,NZTM,Vegetation
MB5,5024,224.828,0,108.079,Otago Vertical Datum,4866242.63,1360291.933,NZGD2000,NZTM,Vegetation
MB5,5025,236.152,0,109.272,Otago Vertical Datum,4866234.73,1360300.047,NZGD2000,NZTM,Vegetation
MB5,5026,244.764,0,107.128,Otago Vertical Datum,4866228.723,1360306.218,NZGD2000,NZTM,Vegetation
MB5,5027,250.722,0.008,105.239,Otago Vertical Datum,4866224.562,1360310.481,NZGD2000,NZTM,Vegetation
MB5,5028,254.694,0.018,105.099,Otago Vertical Datum,4866221.784,1360313.321,NZGD2000,NZTM,Vegetation
MB5,5029,260.303,0.03,105.178,Otago Vertical Datum,4866217.863,1360317.332,NZGD2000,NZTM,Vegetation
MB5,5030,267.802,0.037,105.452,Otago Vertical Datum,4866212.627,1360322.7,NZGD2000,NZTM,Vegetation
MB5,5031,275.178,0.036,105.39,Otago Vertical Datum,4866207.483,1360327.986,NZGD2000,NZTM,Vegetation
MB5,5032,287.016,0.025,105.21,Otago Vertical Datum,4866199.234,1360336.476,NZGD2000,NZTM,Vegetation
MB5,5033,290.653,0.006,105.257,Otago Vertical Datum,4866196.71,1360339.096,NZGD2000,NZTM,Sand
MB5,5034,299.088,0.014,105.331,Otago Vertical Datum,4866190.821,1360345.134,NZGD2000,NZTM,Sand
MB5,5035,309.098,0.017,105.103,Otago Vertical Datum,4866183.836,1360352.305,NZGD2000,NZTM,Sand
MB5,5036,317.732,-0.023,104.985,Otago Vertical Datum,4866177.842,1360358.519,NZGD2000,NZTM,Sand
MB5,5037,320.799,0.006,104.495,Otago Vertical Datum,4866175.682,1360360.697,NZGD2000,NZTM,Sand
MB5,5038,328.139,-0.004,104.33,Otago Vertical Datum,4866170.569,1360365.963,NZGD2000,NZTM,Sand
MB5,5039,336.421,-0.001,104.199,Otago Vertical Datum,4866164.79,1360371.895,NZGD2000,NZTM,Sand
MB5,5040,345.659,0,103.814,Otago Vertical Datum,4866158.346,1360378.514,NZGD2000,NZTM,Sand
MB5,5041,355.814,0.028,103.763,Otago Vertical Datum,4866151.242,1360385.771,NZGD2000,NZTM,Sand
MB5,5042,362.28,0.006,103.16,Otago Vertical Datum,4866146.748,1360390.42,NZGD2000,NZTM,Sand
MB5,5043,369.58,0.01,102.446,Otago Vertical Datum,4866141.653,1360395.648,NZGD2000,NZTM,Sand
MB5,5044,378.073,0.025,101.389,Otago Vertical Datum,4866135.718,1360401.723,NZGD2000,NZTM,Sand
MB5,5045,386.579,-0.005,100.468,Otago Vertical Datum,4866129.806,1360407.839,NZGD2000,NZTM,Sand
MB5,5046,394.456,0.021,99.484,Otago Vertical Datum,4866124.293,1360413.465,NZGD2000,NZTM,Sand
MB5,5047,405.773,0,98.385,Otago Vertical Datum,4866116.414,1360421.589,NZGD2000,NZTM,Sand
MB6,6000,2.756,0.002,114.909,Otago Vertical Datum,4870348.883,1364206.242,NZGD2000,NZTM,Fence
MB6,6001,14.246,0.008,114.66,Otago Vertical Datum,4870340.483,1364214.082,NZGD2000,NZTM,Spot Height
MB6,6002,28.869,0.002,113.871,Otago Vertical Datum,4870329.802,1364224.069,NZGD2000,NZTM,Spot Height
MB6,6003,43.736,0.011,113.668,Otago Vertical Datum,4870318.932,1364234.212,NZGD2000,NZTM,Spot Height
MB6,6004,59.228,0.008,113.554,Otago Vertical Datum,4870307.614,1364244.79,NZGD2000,NZTM,Spot Height
MB6,6005,75.282,0.03,113.302,Otago Vertical Datum,4870295.868,1364255.734,NZGD2000,NZTM,Spot Height
MB6,6006,90.386,0.016,113.036,Otago Vertical Datum,4870284.841,1364266.055,NZGD2000,NZTM,Spot Height
MB6,6007,107.04,-0.007,112.891,Otago Vertical Datum,4870272.687,1364277.441,NZGD2000,NZTM,Spot Height
MB6,6008,121.971,0.031,112.656,Otago Vertical Datum,4870261.751,1364287.607,NZGD2000,NZTM,Spot Height
MB6,6009,137.815,-0.021,112.508,Otago Vertical Datum,4870250.209,1364298.461,NZGD2000,NZTM,Spot Height
MB6,6010,153.596,0.013,112.107,Otago Vertical Datum,4870238.654,1364309.21,NZGD2000,NZTM,Spot Height
MB6,6011,170.138,0.021,112.058,Otago Vertical Datum,4870226.562,1364320.497,NZGD2000,NZTM,Spot Height
MB6,6012,187.339,0.02,111.921,Otago Vertical Datum,4870213.993,1364332.241,NZGD2000,NZTM,Spot Height
MB6,6013,202.469,0.012,111.823,Otago Vertical Datum,4870202.943,1364342.575,NZGD2000,NZTM,Spot Height
MB6,6014,218.335,0.014,111.646,Otago Vertical Datum,4870191.348,1364353.405,NZGD2000,NZTM,Spot Height
MB6,6015,225.292,0.034,111.6,Otago Vertical Datum,4870186.251,1364358.14,NZGD2000,NZTM,Fence
MB6,6016,226.484,-0.022,111.686,Otago Vertical Datum,4870185.418,1364358.995,NZGD2000,NZTM,Vegetation
MB6,6017,229.796,0,108.759,Otago Vertical Datum,4870182.983,1364361.24,NZGD2000,NZTM,Vegetation
MB6,6018,234.731,0,107.149,Otago Vertical Datum,4870179.377,1364364.609,NZGD2000,NZTM,Vegetation
MB6,6019,241.643,-0.019,106.207,Otago Vertical Datum,4870174.339,1364369.342,NZGD2000,NZTM,Vegetation
MB6,6020,244.725,0.002,105.92,Otago Vertical Datum,4870172.072,1364371.43,NZGD2000,NZTM,Vegetation
MB6,6021,249.535,0.007,105.937,Otago Vertical Datum,4870168.554,1364374.71,NZGD2000,NZTM,Vegetation
MB6,6022,253.721,0.002,105.325,Otago Vertical Datum,4870165.499,1364377.572,NZGD2000,NZTM,Vegetation
MB6,6023,257,0.002,104.961,Otago Vertical Datum,4870163.103,1364379.81,NZGD2000,NZTM,Sand
MB6,6024,263.762,0.004,104.188,Otago Vertical Datum,4870158.161,1364384.425,NZGD2000,NZTM,Sand
MB6,6025,271.954,-0.023,104.063,Otago Vertical Datum,4870152.193,1364390.037,NZGD2000,NZTM,Sand
MB6,6026,279.766,0.005,104.084,Otago Vertical Datum,4870146.466,1364395.35,NZGD2000,NZTM,Sand
MB6,6027,284.928,-0.022,103.431,Otago Vertical Datum,4870142.712,1364398.893,NZGD2000,NZTM,Sand
MB6,6028,291.859,-0.002,102.419,Otago Vertical Datum,4870137.634,1364403.611,NZGD2000,NZTM,Sand
MB6,6029,299.75,-0.012,101.372,Otago Vertical Datum,4870131.875,1364409.005,NZGD2000,NZTM,Sand
MB6,6030,306.182,0.021,100.591,Otago Vertical Datum,4870127.152,1364413.372,NZGD2000,NZTM,Sand
MB6,6031,319.148,0,99.088,Otago Vertical Datum,4870117.692,1364422.239,NZGD2000,NZTM,Sand
MB6,6032,331.407,0,98.248,Otago Vertical Datum,4870108.734,1364430.608,NZGD2000,NZTM,Sand
MB7,7000,4.567,-0.004,104.755,Otago Vertical Datum,4873279.836,1367808.429,NZGD2000,NZTM,Fence
MB7,7001,8.468,0.004,104.501,Otago Vertical Datum,4873277.069,1367811.179,NZGD2000,NZTM,Road Edge
MB7,7002,11.135,0.005,104.491,Otago Vertical Datum,4873275.181,1367813.062,NZGD2000,NZTM,Road Centreline
MB7,7003,13.991,-0.006,104.445,Otago Vertical Datum,4873273.167,1367815.087,NZGD2000,NZTM,Road Edge
MB7,7004,17.558,-0.006,104.064,Otago Vertical Datum,4873270.642,1367817.607,NZGD2000,NZTM,Fence
MB7,7005,20.714,0.001,103.781,Otago Vertical Datum,4873268.403,1367819.831,NZGD2000,NZTM,Vegetation
MB7,7006,24.285,0,102.993,Otago Vertical Datum,4873265.876,1367822.354,NZGD2000,NZTM,Vegetation
MB7,7007,39.429,0,100.181,Otago Vertical Datum,4873255.157,1367833.052,NZGD2000,NZTM,Swamp
MB7,7008,40.415,-0.021,101.255,Otago Vertical Datum,4873254.474,1367833.763,NZGD2000,NZTM,Swamp
MB7,7009,42.75,0.015,101.589,Otago Vertical Datum,4873252.795,1367835.387,NZGD2000,NZTM,Swamp
MB7,7010,48.297,0.005,101.509,Otago Vertical Datum,4873248.876,1367839.312,NZGD2000,NZTM,Swamp
MB7,7011,56.623,-0.014,101.354,Otago Vertical Datum,4873242.996,1367845.207,NZGD2000,NZTM,Swamp
MB7,7012,60.497,0,101.386,Otago Vertical Datum,4873240.244,1367847.934,NZGD2000,NZTM,Fence
MB7,7013,64.28,-0.006,101.53,Otago Vertical Datum,4873237.571,1367850.61,NZGD2000,NZTM,Spot Height
MB7,7014,73.401,0.009,101.622,Otago Vertical Datum,4873231.104,1367857.042,NZGD2000,NZTM,Spot Height
MB7,7015,85.099,-0.003,101.668,Otago Vertical Datum,4873222.832,1367865.314,NZGD2000,NZTM,Spot Height
MB7,7016,98.212,0.002,101.698,Otago Vertical Datum,4873213.546,1367874.573,NZGD2000,NZTM,Spot Height
MB7,7017,113.92,-0.003,101.995,Otago Vertical Datum,4873202.431,1367885.672,NZGD2000,NZTM,Spot Height
MB7,7018,128.993,-0.008,102.217,Otago Vertical Datum,4873191.765,1367896.323,NZGD2000,NZTM,Spot Height
MB7,7019,145.08,0.011,102.447,Otago Vertical Datum,4873180.365,1367907.673,NZGD2000,NZTM,Spot Height
MB7,7020,158.957,0.002,102.659,Otago Vertical Datum,4873170.549,1367917.482,NZGD2000,NZTM,Spot Height
MB7,7021,173.619,0.004,102.65,Otago Vertical Datum,4873160.169,1367927.837,NZGD2000,NZTM,Spot Height
MB7,7022,187.185,-0.002,102.833,Otago Vertical Datum,4873150.57,1367937.424,NZGD2000,NZTM,Spot Height
MB7,7023,190.191,-0.009,103.075,Otago Vertical Datum,4873148.448,1367939.552,NZGD2000,NZTM,Fence
MB7,7024,191.045,0.003,103.155,Otago Vertical Datum,4873147.835,1367940.147,NZGD2000,NZTM,Spot Height
MB7,7025,194.904,0.016,103.956,Otago Vertical Datum,4873145.094,1367942.864,NZGD2000,NZTM,Spot Height
MB7,7026,201.197,0.008,105.182,Otago Vertical Datum,4873140.645,1367947.315,NZGD2000,NZTM,Spot Height
MB7,7027,204.461,0.002,104.861,Otago Vertical Datum,4873138.339,1367949.625,NZGD2000,NZTM,Spot Height
MB7,7028,210.146,0.002,104.86,Otago Vertical Datum,4873134.315,1367953.64,NZGD2000,NZTM,Spot Height
MB7,7029,218.751,0.011,105.152,Otago Vertical Datum,4873128.218,1367959.712,NZGD2000,NZTM,Spot Height
MB7,7030,226.966,0.01,105.279,Otago Vertical Datum,4873122.404,1367965.516,NZGD2000,NZTM,Spot Height
MB7,7031,231.136,0.012,103.742,Otago Vertical Datum,4873119.451,1367968.46,NZGD2000,NZTM,Spot Height
