XS_ID,Point_ID,Running Distance (m),Offset,Reduced_Level,Level_Datum,G_Northing,G_Easting,G_Datum,Circuit,Code
MB7,7032,231.136,0.012,103.742,Otago Vertical Datum,4873119.451,1367968.46,NZGD2000,NZTM,Spot Height
MB7,7033,236.27,-0.003,102.778,Otago Vertical Datum,4873115.827,1367972.097,NZGD2000,NZTM,Spot Height
MB7,7034,244.829,0,102.458,Otago Vertical Datum,4873109.766,1367978.141,NZGD2000,NZTM,Spot Height
MB7,7035,247.895,0.001,102.802,Otago Vertical Datum,4873107.596,1367980.306,NZGD2000,NZTM,Spot Height
MB7,7036,251.628,0.005,103.544,Otago Vertical Datum,4873104.95,1367982.94,NZGD2000,NZTM,Spot Height
MB7,7037,253.427,0.007,103.728,Otago Vertical Datum,4873103.676,1367984.209,NZGD2000,NZTM,Spot Height
MB7,7038,257.948,0.016,101.751,Otago Vertical Datum,4873100.469,1367987.397,NZGD2000,NZTM,Spot Height
MB7,7039,268.436,0.012,101.545,Otago Vertical Datum,4873093.048,1367994.808,NZGD2000,NZTM,Spot Height
MB7,7040,272.332,0.014,101.689,Otago Vertical Datum,4873090.289,1367997.558,NZGD2000,NZTM,Spot Height
MB7,7041,275.705,-0.006,102.532,Otago Vertical Datum,4873087.915,1367999.955,NZGD2000,NZTM,Spot Height
MB7,7042,278.74,0.011,102.43,Otago Vertical Datum,4873085.755,1368002.087,NZGD2000,NZTM,Spot Height
MB7,7043,282.798,0.002,103.372,Otago Vertical Datum,4873082.889,1368004.96,NZGD2000,NZTM,Spot Height
MB7,7044,284.766,-0.002,103.451,Otago Vertical Datum,4873081.499,1368006.353,NZGD2000,NZTM,Spot Height
MB7,7045,287.324,-0.006,103.933,Otago Vertical Datum,4873079.691,1368008.162,NZGD2000,NZTM,Spot Height
MB7,7046,288.92,-0.004,103.43,Otago Vertical Datum,4873078.56,1368009.288,NZGD2000,NZTM,Spot Height
MB7,7047,292.628,-0.008,103.211,Otago Vertical Datum,4873075.938,1368011.91,NZGD2000,NZTM,Spot Height
MB7,7048,294.065,0.003,103.381,Otago Vertical Datum,4873074.913,1368012.918,NZGD2000,NZTM,Spot Height
MB7,7049,296.937,-0.002,104.541,Otago Vertical Datum,4873072.884,1368014.95,NZGD2000,NZTM,Spot Height
MB7,7050,301.355,-0.002,106.188,Otago Vertical Datum,4873069.757,1368018.071,NZGD2000,NZTM,Spot Height
MB7,7051,302.841,0.025,106.214,Otago Vertical Datum,4873068.686,1368019.101,NZGD2000,NZTM,Spot Height
MB7,7052,305.805,-0.003,104.849,Otago Vertical Datum,4873066.607,1368021.215,NZGD2000,NZTM,Spot Height
MB7,7053,310.547,0.011,102.569,Otago Vertical Datum,4873063.241,1368024.555,NZGD2000,NZTM,Spot Height
MB7,7054,312.689,-0.004,101.728,Otago Vertical Datum,4873061.735,1368026.078,NZGD2000,NZTM,Spot Height
MB7,7055,323.233,0.023,101.798,Otago Vertical Datum,4873054.253,1368033.507,NZGD2000,NZTM,Spot Height
MB7,7056,326.751,-0.031,101.505,Otago Vertical Datum,4873051.801,1368036.03,NZGD2000,NZTM,Spot Height
MB7,7057,331.961,0.003,101.638,Otago Vertical Datum,4873048.089,1368039.687,NZGD2000,NZTM,Spot Height
MB7,7058,343.684,0.013,101.641,Otago Vertical Datum,4873039.784,1368047.96,NZGD2000,NZTM,Spot Height
MB7,7059,349.821,-0.002,101.961,Otago Vertical Datum,4873035.45,1368052.306,NZGD2000,NZTM,Spot Height
MB7,7060,360.114,0.006,102.732,Otago Vertical Datum,4873028.159,1368059.571,NZGD2000,NZTM,Spot Height
MB7,7061,363.266,0.008,102.784,Otago Vertical Datum,4873025.927,1368061.796,NZGD2000,NZTM,Fence
MB7,7062,365.205,0.005,103.094,Otago Vertical Datum,4873024.556,1368063.168,NZGD2000,NZTM,Dune
MB7,7063,369.106,0.001,102.138,Otago Vertical Datum,4873021.798,1368065.926,NZGD2000,NZTM,Dune
MB7,7064,374.845,0.005,101.712,Otago Vertical Datum,4873017.733,1368069.977,NZGD2000,NZTM,Dune
MB7,7065,381.924,0.006,102.038,Otago Vertical Datum,4873012.721,1368074.977,NZGD2000,NZTM,Dune
MB7,7066,388.292,0.016,102.675,Otago Vertical Datum,4873008.207,1368079.468,NZGD2000,NZTM,Dune
MB7,7067,391.215,0.003,103.094,Otago Vertical Datum,4873006.147,1368081.542,NZGD2000,NZTM,Dune
MB7,7068,394.721,0.007,103.423,Otago Vertical Datum,4873003.662,1368084.016,NZGD2000,NZTM,Dune
MB7,7069,399.962,0.006,104.716,Otago Vertical Datum,4872999.953,1368087.719,NZGD2000,NZTM,Dune
MB7,7070,402.44,0.009,104.369,Otago Vertical Datum,4872998.197,1368089.467,NZGD2000,NZTM,Dune
MB7,7071,407.007,0.003,104.709,Otago Vertical Datum,4872994.968,1368092.697,NZGD2000,NZTM,Dune
MB7,7072,411.153,0.007,104.704,Otago Vertical Datum,4872992.031,1368095.623,NZGD2000,NZTM,Dune
MB7,7073,413.692,0.005,105.541,Otago Vertical Datum,4872990.235,1368097.418,NZGD2000,NZTM,Dune
MB7,7074,415.371,0.002,103.233,Otago Vertical Datum,4872989.049,1368098.606,NZGD2000,NZTM,Sand
MB7,7075,417.666,0.013,102.496,Otago Vertical Datum,4872987.417,1368100.219,NZGD2000,NZTM,Sand
MB7,7076,420.154,0.004,102.221,Otago Vertical Datum,4872985.662,1368101.983,NZGD2000,NZTM,Sand
MB7,7077,426.77,-0.005,101.541,Otago Vertical Datum,4872980.985,1368106.663,NZGD2000,NZTM,Sand
MB7,7078,432.874,0.011,101.004,Otago Vertical Datum,4872976.653,1368110.963,NZGD2000,NZTM,Sand
MB7,7079,438.953,-0.001,100.603,Otago Vertical Datum,4872972.359,1368115.266,NZGD2000,NZTM,Sand
MB7,7080,445.19,0.005,100.297,Otago Vertical Datum,4872967.94,1368119.667,NZGD2000,NZTM,Sand
MB7,7081,451.747,0.033,99.923,Otago Vertical Datum,4872963.279,1368124.279,NZGD2000,NZTM,Sand
MB7,7082,457.855,-0.006,99.657,Otago Vertical Datum,4872958.983,1368128.621,NZGD2000,NZTM,Sand
MB7,7083,464.366,0.011,99.3,Otago Vertical Datum,4872954.362,1368133.208,NZGD2000,NZTM,Sand
MB7,7084,470.883,0,98.943,Otago Vertical Datum,4872949.757,1368137.819,NZGD2000,NZTM,Sand
MB7,7085,475.698,0,98.685,Otago Vertical Datum,4872946.348,1368141.221,NZGD2000,NZTM,Sand
MB8,8000,-1.039,0.039,104.628,Otago Vertical Datum,4876831.233,1371028.489,NZGD2000,NZTM,Fence
MB8,8001,2.441,-0.016,104.743,Otago Vertical Datum,4876828.821,1371030.998,NZGD2000,NZTM,Spot Height
MB8,8002,4.89,0.001,105.081,Otago Vertical Datum,4876827.104,1371032.744,NZGD2000,NZTM,Road Edge
MB8,8003,8.146,-0.004,105.464,Otago Vertical Datum,4876824.84,1371035.084,NZGD2000,NZTM,Road Centreline
MB8,8004,12.06,-0.023,105.154,Otago Vertical Datum,4876822.128,1371037.906,NZGD2000,NZTM,Road Edge
MB8,8005,14.293,-0.002,104.995,Otago Vertical Datum,4876820.558,1371039.494,NZGD2000,NZTM,Spot Height
MB8,8006,17.122,-0.014,104.805,Otago Vertical Datum,4876818.596,1371041.532,NZGD2000,NZTM,Fence
MB8,8007,19.256,0.024,104.557,Otago Vertical Datum,4876817.083,1371043.038,NZGD2000,NZTM,Spot Height
MB8,8008,19.912,-0.01,104.79,Otago Vertical Datum,4876816.651,1371043.532,NZGD2000,NZTM,Spot Height
MB8,8009,22.501,-0.012,105.03,Otago Vertical Datum,4876814.849,1371045.391,NZGD2000,NZTM,Spot Height
MB8,8010,29.462,-0.008,105.58,Otago Vertical Datum,4876809.998,1371050.384,NZGD2000,NZTM,Spot Height
MB8,8011,36.751,0.006,107.107,Otago Vertical Datum,4876804.912,1371055.605,NZGD2000,NZTM,Spot Height
MB8,8012,42.626,0.008,108.912,Otago Vertical Datum,4876800.819,1371059.82,NZGD2000,NZTM,Spot Height
MB8,8013,48.043,0.005,111.359,Otago Vertical Datum,4876797.049,1371063.71,NZGD2000,NZTM,Spot Height
MB8,8014,53.185,0.007,112.99,Otago Vertical Datum,4876793.467,1371067.398,NZGD2000,NZTM,Spot Height
MB8,8015,60.962,-0.002,114.031,Otago Vertical Datum,4876788.057,1371072.986,NZGD2000,NZTM,Spot Height
MB8,8016,72.664,0.002,114.798,Otago Vertical Datum,4876779.905,1371081.381,NZGD2000,NZTM,Spot Height
MB8,8017,84.471,-0.015,115.372,Otago Vertical Datum,4876771.695,1371089.866,NZGD2000,NZTM,Spot Height
MB8,8018,95.693,0.005,116.001,Otago Vertical Datum,4876763.866,1371097.906,NZGD2000,NZTM,Spot Height
MB8,8019,102.876,0.014,116.197,Otago Vertical Datum,4876758.857,1371103.054,NZGD2000,NZTM,Spot Height
MB8,8020,106.524,-0.002,114.284,Otago Vertical Datum,4876756.328,1371105.684,NZGD2000,NZTM,Spot Height
MB8,8021,113.651,-0.002,111.852,Otago Vertical Datum,4876751.365,1371110.798,NZGD2000,NZTM,Spot Height
MB8,8022,127.285,-0.011,105.933,Otago Vertical Datum,4876741.876,1371120.589,NZGD2000,NZTM,Spot Height
MB8,8023,130.858,0.015,104.369,Otago Vertical Datum,4876739.37,1371123.135,NZGD2000,NZTM,Spot Height
MB8,8024,141.465,0.007,103.252,Otago Vertical Datum,4876731.989,1371130.753,NZGD2000,NZTM,Spot Height
MB8,8025,155.53,0.007,102.761,Otago Vertical Datum,4876722.194,1371140.847,NZGD2000,NZTM,Spot Height
MB8,8026,168.403,0.003,101.984,Otago Vertical Datum,4876713.232,1371150.088,NZGD2000,NZTM,Spot Height
MB8,8027,171.431,-0.011,102.036,Otago Vertical Datum,4876711.133,1371152.271,NZGD2000,NZTM,Fence
MB8,8028,171.743,0.004,101.883,Otago Vertical Datum,4876710.905,1371152.484,NZGD2000,NZTM,Spot Height
MB8,8029,172.173,-0.012,101.426,Otago Vertical Datum,4876710.617,1371152.804,NZGD2000,NZTM,Water Edge
MB8,8030,172.29,-0.007,99.617,Otago Vertical Datum,4876710.532,1371152.884,NZGD2000,NZTM,Mud and Sand
MB8,8031,179.512,0,99.807,Otago Vertical Datum,4876705.498,1371158.062,NZGD2000,NZTM,Mud and Sand
MB8,8032,179.563,0,101.48,Otago Vertical Datum,4876705.462,1371158.099,NZGD2000,NZTM,Water Edge
MB8,8033,179.966,-0.007,102.801,Otago Vertical Datum,4876705.186,1371158.393,NZGD2000,NZTM,Dune
MB8,8034,184.671,0.008,103.126,Otago Vertical Datum,4876701.899,1371161.759,NZGD2000,NZTM,Dune
MB8,8035,189.848,0.001,103.992,Otago Vertical Datum,4876698.299,1371165.479,NZGD2000,NZTM,Dune
MB8,8036,193.915,0.006,104.29,Otago Vertical Datum,4876695.463,1371168.395,NZGD2000,NZTM,Dune
MB8,8037,200.189,-0.03,104.356,Otago Vertical Datum,4876691.12,1371172.922,NZGD2000,NZTM,Dune
MB8,8038,205.764,0.006,105.105,Otago Vertical Datum,4876687.212,1371176.898,NZGD2000,NZTM,Dune
MB8,8039,215.164,0.005,104.456,Otago Vertical Datum,4876680.666,1371183.645,NZGD2000,NZTM,Dune
MB8,8040,226.238,0.005,104.641,Otago Vertical Datum,4876672.954,1371191.592,NZGD2000,NZTM,Dune
MB8,8041,236.369,-0.023,104.874,Otago Vertical Datum,4876665.919,1371198.882,NZGD2000,NZTM,Dune
MB8,8042,244.378,0.008,104.973,Otago Vertical Datum,4876660.319,1371204.608,NZGD2000,NZTM,Dune
MB8,8043,252.661,0.009,105.182,Otago Vertical Datum,4876654.55,1371210.552,NZGD2000,NZTM,Dune
MB8,8044,253.302,0.038,104.883,Otago Vertical Datum,4876654.083,1371210.991,NZGD2000,NZTM,Dune
MB8,8045,256.623,0.006,104.069,Otago Vertical Datum,4876651.793,1371213.397,NZGD2000,NZTM,Dune
MB8,8046,261.185,0.008,103.204,Otago Vertical Datum,4876648.615,1371216.67,NZGD2000,NZTM,Dune
MB8,8047,266.588,0.011,102.949,Otago Vertical Datum,4876644.85,1371220.545,NZGD2000,NZTM,Dune
MB8,8048,275.69,0.03,102.779,Otago Vertical Datum,4876638.498,1371227.064,NZGD2000,NZTM,Dune
MB8,8049,286.028,0.003,102.388,Otago Vertical Datum,4876631.318,1371234.502,NZGD2000,NZTM,Dune
MB8,8050,288.923,0.011,102.188,Otago Vertical Datum,4876629.296,1371236.574,NZGD2000,NZTM,Dune
MB8,8051,299.737,0.006,102.207,Otago Vertical Datum,4876621.769,1371244.338,NZGD2000,NZTM,Dune
MB8,8052,308.033,-0.003,102.063,Otago Vertical Datum,4876615.998,1371250.298,NZGD2000,NZTM,Dune
MB8,8053,315.177,-0.003,102.866,Otago Vertical Datum,4876611.023,1371255.425,NZGD2000,NZTM,Dune
MB8,8054,320.051,0.009,103.255,Otago Vertical Datum,4876607.62,1371258.914,NZGD2000,NZTM,Dune
MB8,8055,327.877,-0.004,102.962,Otago Vertical Datum,4876602.179,1371264.54,NZGD2000,NZTM,Dune
MB8,8056,337.895,-0.001,103.287,Otago Vertical Datum,4876595.2,1371271.727,NZGD2000,NZTM,Dune
MB8,8057,340.379,0.01,103.603,Otago Vertical Datum,4876593.462,1371273.502,NZGD2000,NZTM,Dune
MB8,8058,343.507,0.006,104.43,Otago Vertical Datum,4876591.287,1371275.75,NZGD2000,NZTM,Dune
MB8,8059,347.845,-0.005,105.827,Otago Vertical Datum,4876588.274,1371278.871,NZGD2000,NZTM,Dune
MB8,8060,353.917,-0.007,108.95,Otago Vertical Datum,4876584.047,1371283.23,NZGD2000,NZTM,Dune
MB8,8061,359.068,-0.007,109.221,Otago Vertical Datum,4876580.46,1371286.926,NZGD2000,NZTM,Dune
MB8,8062,363.388,0.009,108.744,Otago Vertical Datum,4876577.44,1371290.015,NZGD2000,NZTM,Dune
MB8,8063,368.363,0.01,107.546,Otago Vertical Datum,4876573.974,1371293.585,NZGD2000,NZTM,Dune
MB8,8064,371.305,0.003,107.56,Otago Vertical Datum,4876571.931,1371295.701,NZGD2000,NZTM,Dune
MB8,8065,377.007,0.004,107.044,Otago Vertical Datum,4876567.959,1371299.792,NZGD2000,NZTM,Dune
MB8,8066,382.079,0.008,106.592,Otago Vertical Datum,4876564.424,1371303.429,NZGD2000,NZTM,Dune
MB8,8067,387.865,0.004,105.731,Otago Vertical Datum,4876560.398,1371307.585,NZGD2000,NZTM,Dune
MB8,8068,395.17,0.004,104.668,Otago Vertical Datum,4876555.31,1371312.827,NZGD2000,NZTM,Dune
MB8,8069,397.817,0.008,105.152,Otago Vertical Datum,4876553.464,1371314.724,NZGD2000,NZTM,Dune
MB8,8070,405.986,0.001,105.23,Otago Vertical Datum,4876547.78,1371320.591,NZGD2000,NZTM,Dune
MB8,8071,409.125,-0.013,104.465,Otago Vertical Datum,4876545.604,1371322.854,NZGD2000,NZTM,Dune
MB8,8072,414.041,0.011,104.479,Otago Vertical Datum,4876542.164,1371326.365,NZGD2000,NZTM,Dune
MB8,8073,417.514,0.007,103.871,Otago Vertical Datum,4876539.748,1371328.86,NZGD2000,NZTM,Dune
MB8,8074,427.773,0.001,103.615,Otago Vertical Datum,4876532.608,1371336.227,NZGD2000,NZTM,Dune
MB8,8075,436.312,-0.004,103.512,Otago Vertical Datum,4876526.665,1371342.358,NZGD2000,NZTM,Dune
MB8,8076,442.018,0.008,103.815,Otago Vertical Datum,4876522.682,1371346.445,NZGD2000,NZTM,Dune
MB8,8077,447.586,0.002,105.178,Otago Vertical Datum,4876518.809,1371350.445,NZGD2000,NZTM,Dune
MB8,8078,449.459,-0.006,106.15,Otago Vertical Datum,4876517.511,1371351.795,NZGD2000,NZTM,Dune
MB8,8079,455.107,-0.003,107.456,Otago Vertical Datum,4876513.575,1371355.846,NZGD2000,NZTM,Dune
MB8,8080,455.783,0.003,106.899,Otago Vertical Datum,4876513.1,1371356.327,NZGD2000,NZTM,Dune
MB8,8081,459.585,0.009,105.223,Otago Vertical Datum,4876510.448,1371359.051,NZGD2000,NZTM,Dune
MB8,8082,461.476,0.014,105.177,Otago Vertical Datum,4876509.128,1371360.405,NZGD2000,NZTM,Dune
MB8,8083,464.839,0.005,106.844,Otago Vertical Datum,4876506.792,1371362.825,NZGD2000,NZTM,Dune
MB8,8084,470.413,0.005,106.448,Otago Vertical Datum,4876502.91,1371366.825,NZGD2000,NZTM,Dune
MB8,8085,473.915,0.005,105.447,Otago Vertical Datum,4876500.472,1371369.338,NZGD2000,NZTM,Dune
MB8,8086,478.646,0.004,105.033,Otago Vertical Datum,4876497.178,1371372.734,NZGD2000,NZTM,Dune
MB8,8087,481.067,0.003,105.366,Otago Vertical Datum,4876495.492,1371374.472,NZGD2000,NZTM,Dune
MB8,8088,486.951,0.003,105.057,Otago Vertical Datum,4876491.395,1371378.695,NZGD2000,NZTM,Dune
MB8,8089,489.141,-0.003,104.673,Otago Vertical Datum,4876489.874,1371380.271,NZGD2000,NZTM,Dune
MB8,8090,495.388,0.003,104.53,Otago Vertical Datum,4876485.519,1371384.75,NZGD2000,NZTM,Dune
MB8,8091,497.418,0.014,104.168,Otago Vertical Datum,4876484.098,1371386.199,NZGD2000,NZTM,Sand
MB8,8092,505.243,0,103.173,Otago Vertical Datum,4876478.658,1371391.824,NZGD2000,NZTM,Sand
MB8,8093,509.93,0.003,102.878,Otago Vertical Datum,4876475.392,1371395.186,NZGD2000,NZTM,Sand
MB8,8094,520.634,-0.005,102.692,Otago Vertical Datum,4876467.943,1371402.873,NZGD2000,NZTM,Sand
MB8,8095,530.724,0.003,102.595,Otago Vertical Datum,4876460.911,1371410.109,NZGD2000,NZTM,Sand
MB8,8096,538.932,0,102.51,Otago Vertical Datum,4876455.197,1371416.001,NZGD2000,NZTM,Sand
MB8,8097,544.833,0.007,101.998,Otago Vertical Datum,4876451.083,1371420.231,NZGD2000,NZTM,Sand
MB8,8098,551.546,0.008,101.125,Otago Vertical Datum,4876446.407,1371425.048,NZGD2000,NZTM,Sand
MB8,8099,558.409,0,100.432,Otago Vertical Datum,4876441.633,1371429.979,NZGD2000,NZTM,Sand
MB8,8100,568.12,0,99.762,Otago Vertical Datum,4876434.871,1371436.948,NZGD2000,NZTM,Sand
MB8,8101,581.748,0,98.944,Otago Vertical Datum,4876425.38,1371446.728,NZGD2000,NZTM,Sand
KAK1,100,46.591,0,104.55,Otago Vertical Datum,4858965.84,1352567.134,NZGD2000,NZTM,Shingle
KAK1,101,52.313,-0.017,104.502,Otago Vertical Datum,4858964.079,1352572.579,NZGD2000,NZTM,Road Edge
KAK1,102,55.783,-0.021,104.553,Otago Vertical Datum,4858963.006,1352575.879,NZGD2000,NZTM,Road Centreline
KAK1,103,59.539,0,104.422,Otago Vertical Datum,4858961.819,1352579.443,NZGD2000,NZTM,Road Edge
KAK1,104,63.52,-0.026,103.655,Otago Vertical Datum,4858960.608,1352583.234,NZGD2000,NZTM,Spot Height
KAK1,105,67.606,0.017,103.22,Otago Vertical Datum,4858959.298,1352587.105,NZGD2000,NZTM,Spot Height
KAK1,106,70.4,-0.021,103.632,Otago Vertical Datum,4858958.467,1352589.773,NZGD2000,NZTM,Top of Bank
KAK1,107,72.01,-0.024,102.705,Otago Vertical Datum,4858957.969,1352591.304,NZGD2000,NZTM,Spot Height
KAK1,108,73.312,0.006,102.256,Otago Vertical Datum,4858957.536,1352592.532,NZGD2000,NZTM,Bottom of Bank
KAK1,109,74.021,-0.025,102.209,Otago Vertical Datum,4858957.345,1352593.215,NZGD2000,NZTM,Sand
KAK1,110,79.124,-0.022,101.892,Otago Vertical Datum,4858955.758,1352598.066,NZGD2000,NZTM,Sand
KAK1,111,82.45,-0.023,101.916,Otago Vertical Datum,4858954.726,1352601.227,NZGD2000,NZTM,Sand
KAK1,112,90.582,-0.017,101.978,Otago Vertical Datum,4858952.195,1352608.956,NZGD2000,NZTM,Sand
KAK1,113,92.904,0.026,101.923,Otago Vertical Datum,4858951.433,1352611.149,NZGD2000,NZTM,Sand
KAK1,114,104.756,0.019,101.375,Otago Vertical Datum,4858947.759,1352622.418,NZGD2000,NZTM,Sand
KAK1,115,106.482,-0.02,101.285,Otago Vertical Datum,4858947.26,1352624.07,NZGD2000,NZTM,Sand
KAK1,116,116.513,-0.028,100.874,Otago Vertical Datum,4858944.152,1352633.608,NZGD2000,NZTM,Sand
KAK1,117,116.919,-0.028,100.825,Otago Vertical Datum,4858944.026,1352633.993,NZGD2000,NZTM,Sand
KAK1,118,127.402,0.028,100.544,Otago Vertical Datum,4858940.717,1352643.941,NZGD2000,NZTM,Sand
KAK1,119,139.486,0.019,100.255,Otago Vertical Datum,4858936.973,1352655.43,NZGD2000,NZTM,Sand
KAK1,120,154.074,0.046,99.937,Otago Vertical Datum,4858932.417,1352669.289,NZGD2000,NZTM,Sand
KAK1,121,161.599,-0.024,99.714,Otago Vertical Datum,4858930.148,1352676.463,NZGD2000,NZTM,Sand
KAK1,122,173.107,0.011,99.483,Otago Vertical Datum,4858926.54,1352687.392,NZGD2000,NZTM,Sand
KAK1,123,185.125,-0.022,99.243,Otago Vertical Datum,4858922.839,1352698.826,NZGD2000,NZTM,Sand
KAK1,124,196.846,-0.017,99.019,Otago Vertical Datum,4858919.194,1352709.966,NZGD2000,NZTM,Sand
KAK1,125,201.141,0,98.935,Otago Vertical Datum,4858917.844,1352714.043,NZGD2000,NZTM,Sand
KAK2,200,5.222,0,108.434,Otago Vertical Datum,4858686.807,1352555.553,NZGD2000,NZTM,Shingle
KAK2,201,7.624,-0.025,108.259,Otago Vertical Datum,4858686.124,1352557.856,NZGD2000,NZTM,Road Edge
KAK2,202,11.151,-0.024,108.092,Otago Vertical Datum,4858685.085,1352561.226,NZGD2000,NZTM,Road Centreline
KAK2,203,14.826,-0.01,107.843,Otago Vertical Datum,4858683.99,1352564.735,NZGD2000,NZTM,Road Edge
KAK2,204,16.964,-0.024,107.4,Otago Vertical Datum,4858683.373,1352566.782,NZGD2000,NZTM,Top of Bank
KAK2,205,21.947,-0.022,105.421,Otago Vertical Datum,4858681.905,1352571.543,NZGD2000,NZTM,Top of Bank
KAK2,206,26.516,0.022,102.133,Otago Vertical Datum,4858680.518,1352575.897,NZGD2000,NZTM,Bottom of Bank
KAK2,207,34.317,-0.048,101.646,Otago Vertical Datum,4858678.288,1352583.373,NZGD2000,NZTM,Sand
KAK2,208,43.433,-0.01,101.141,Otago Vertical Datum,4858675.568,1352592.074,NZGD2000,NZTM,Sand
KAK2,209,45.41,-0.022,101.204,Otago Vertical Datum,4858674.997,1352593.967,NZGD2000,NZTM,Sand
KAK2,210,53.227,-0.022,100.778,Otago Vertical Datum,4858672.696,1352601.438,NZGD2000,NZTM,Bed Rock
KAK2,211,53.751,0.019,100.785,Otago Vertical Datum,4858672.503,1352601.926,NZGD2000,NZTM,Bed Rock
KAK2,212,61.084,0.022,100.574,Otago Vertical Datum,4858670.341,1352608.933,NZGD2000,NZTM,Bed Rock
KAK2,213,64.725,-0.021,100.49,Otago Vertical Datum,4858669.311,1352612.425,NZGD2000,NZTM,Sand
KAK2,214,68.144,-0.019,100.425,Otago Vertical Datum,4858668.302,1352615.693,NZGD2000,NZTM,Sand
KAK2,215,79.122,0,100.196,Otago Vertical Datum,4858665.052,1352626.179,NZGD2000,NZTM,Sand
KAK2,216,80.246,-0.026,100.187,Otago Vertical Datum,4858664.746,1352627.26,NZGD2000,NZTM,Sand
KAK2,217,86.181,0.029,100.035,Otago Vertical Datum,4858662.947,1352632.916,NZGD2000,NZTM,Sand
KAK2,218,98.197,-0.027,99.776,Otago Vertical Datum,4858659.463,1352644.416,NZGD2000,NZTM,Sand
KAK2,219,100.437,-0.023,99.725,Otago Vertical Datum,4858658.8,1352646.555,NZGD2000,NZTM,Sand
KAK2,220,111.169,-0.023,99.504,Otago Vertical Datum,4858655.64,1352656.812,NZGD2000,NZTM,Sand
KAK2,221,124.954,0.025,99.247,Otago Vertical Datum,4858651.537,1352669.972,NZGD2000,NZTM,Sand
KAK2,222,140.546,-0.016,98.931,Otago Vertical Datum,4858646.985,1352684.885,NZGD2000,NZTM,Sand
KAK3,300,0.179,0,104.363,Otago Vertical Datum,4858012.337,1352609.516,NZGD2000,NZTM,Footpath
KAK3,301,2.688,-0.025,104.18,Otago Vertical Datum,4858011.286,1352611.794,NZGD2000,NZTM,Road Edge
KAK3,302,8.025,0.023,104.382,Otago Vertical Datum,4858008.962,1352616.599,NZGD2000,NZTM,Road Centreline
KAK3,303,11.532,0,104.199,Otago Vertical Datum,4858007.483,1352619.779,NZGD2000,NZTM,Road Edge
KAK3,304,13.188,0.012,104.291,Otago Vertical Datum,4858006.764,1352621.271,NZGD2000,NZTM,Bottom of Bank
KAK3,305,13.379,0.018,104.68,Otago Vertical Datum,4858006.677,1352621.441,NZGD2000,NZTM,Dune Crest
KAK3,306,16.662,-0.028,104.491,Otago Vertical Datum,4858005.315,1352624.429,NZGD2000,NZTM,Dune Crest
KAK3,307,20.918,0.019,102.127,Otago Vertical Datum,4858003.453,1352628.256,NZGD2000,NZTM,Bottom of Bank
