XS_ID,Point_ID,Running Distance (m),Offset,Reduced_Level,Level_Datum,G_Northing,G_Easting,G_Datum,Circuit,Code
KAK3,308,28.471,-0.022,101.905,Otago Vertical Datum,4858000.261,1352635.101,NZGD2000,NZTM,Sand
KAK3,309,35.514,0.021,101.84,Otago Vertical Datum,4857997.211,1352641.45,NZGD2000,NZTM,Sand
KAK3,310,50.723,-0.021,101.2,Otago Vertical Datum,4857990.746,1352655.217,NZGD2000,NZTM,Sand
KAK3,311,63.106,-0.026,100.657,Otago Vertical Datum,4857985.457,1352666.413,NZGD2000,NZTM,Sand
KAK3,312,69.528,-0.021,100.532,Otago Vertical Datum,4857982.707,1352672.217,NZGD2000,NZTM,Sand
KAK3,313,81.368,0.019,100.232,Otago Vertical Datum,4857977.608,1352682.903,NZGD2000,NZTM,Sand
KAK3,314,89.335,-0.037,100.08,Otago Vertical Datum,4857974.253,1352690.129,NZGD2000,NZTM,Sand
KAK3,315,98.978,-0.021,99.817,Otago Vertical Datum,4857970.116,1352698.84,NZGD2000,NZTM,Sand
KAK3,316,111.184,-0.021,99.491,Otago Vertical Datum,4857964.898,1352709.873,NZGD2000,NZTM,Sand
KAK3,317,124.387,0.026,99.252,Otago Vertical Datum,4857959.21,1352721.789,NZGD2000,NZTM,Sand
KAK3,318,133.396,-0.024,99.097,Otago Vertical Datum,4857955.404,1352729.954,NZGD2000,NZTM,Sand
KAK3,319,139.905,-0.015,98.966,Otago Vertical Datum,4857952.612,1352735.835,NZGD2000,NZTM,Sand
KAK4,400,-0.707,0.001,103.576,Otago Vertical Datum,4857409.696,1352505.314,NZGD2000,NZTM,Shingle
KAK4,401,1.905,0,104.02,Otago Vertical Datum,4857409.084,1352507.853,NZGD2000,NZTM,Shingle
KAK4,402,2.12,0.019,104.036,Otago Vertical Datum,4857409.016,1352508.058,NZGD2000,NZTM,Road Edge
KAK4,403,4.996,-0.024,104.098,Otago Vertical Datum,4857408.383,1352510.863,NZGD2000,NZTM,Road Centreline
KAK4,404,8.598,0.026,103.893,Otago Vertical Datum,4857407.49,1352514.353,NZGD2000,NZTM,Road Edge
KAK4,405,11.859,0.024,103.23,Otago Vertical Datum,4857406.727,1352517.524,NZGD2000,NZTM,Fence
KAK4,406,20.341,-0.024,102.781,Otago Vertical Datum,4857404.786,1352525.781,NZGD2000,NZTM,Spot Height
KAK4,407,24.578,-0.024,102.897,Otago Vertical Datum,4857403.792,1352529.9,NZGD2000,NZTM,Top of Bank
KAK4,408,26.996,-0.024,102.548,Otago Vertical Datum,4857403.225,1352532.251,NZGD2000,NZTM,Bottom of Bank
KAK4,409,39.77,0.025,101.92,Otago Vertical Datum,4857400.182,1352544.657,NZGD2000,NZTM,Sand
KAK4,410,50.937,0.039,101.632,Otago Vertical Datum,4857397.551,1352555.509,NZGD2000,NZTM,Sand
KAK4,411,65.615,-0.025,101.005,Otago Vertical Datum,4857394.172,1352569.793,NZGD2000,NZTM,Sand
KAK4,412,66.926,-0.022,100.985,Otago Vertical Datum,4857393.861,1352571.067,NZGD2000,NZTM,Sand
KAK4,413,76.857,0,100.66,Otago Vertical Datum,4857391.512,1352580.716,NZGD2000,NZTM,Sand
KAK4,414,88.37,0.026,100.388,Otago Vertical Datum,4857388.788,1352591.902,NZGD2000,NZTM,Sand
KAK4,415,98.897,0.032,100.125,Otago Vertical Datum,4857386.314,1352602.134,NZGD2000,NZTM,Sand
KAK4,416,114.855,-0.015,99.675,Otago Vertical Datum,4857382.618,1352617.658,NZGD2000,NZTM,Sand
KAK4,417,126.695,0.021,99.247,Otago Vertical Datum,4857379.808,1352629.16,NZGD2000,NZTM,Sand
KAK4,418,137.427,-0.019,99.106,Otago Vertical Datum,4857377.33,1352639.603,NZGD2000,NZTM,Sand
KAK4,419,145.395,-0.012,98.956,Otago Vertical Datum,4857375.456,1352647.347,NZGD2000,NZTM,Sand
KAK5,500,1.228,0,103.992,Otago Vertical Datum,4857101.395,1352473.753,NZGD2000,NZTM,Shingle
KAK5,501,3.51,0.034,104.569,Otago Vertical Datum,4857100.989,1352475.998,NZGD2000,NZTM,Shingle
KAK5,502,3.958,-0.013,104.534,Otago Vertical Datum,4857100.962,1352476.448,NZGD2000,NZTM,Road Edge
KAK5,503,7.168,-0.024,104.435,Otago Vertical Datum,4857100.449,1352479.617,NZGD2000,NZTM,Road Centreline
KAK5,504,10.545,0.036,104.18,Otago Vertical Datum,4857099.839,1352482.939,NZGD2000,NZTM,Road Edge
KAK5,505,14.143,0.019,103.131,Otago Vertical Datum,4857099.268,1352486.491,NZGD2000,NZTM,Bottom of Bank
KAK5,506,16.771,0.028,104.159,Otago Vertical Datum,4857098.83,1352489.082,NZGD2000,NZTM,Top of Bank
KAK5,507,32.858,0.021,104.082,Otago Vertical Datum,4857096.21,1352504.954,NZGD2000,NZTM,Top of Bank
KAK5,508,34.458,-0.023,102.742,Otago Vertical Datum,4857095.992,1352506.541,NZGD2000,NZTM,Bottom of Bank
KAK5,509,35.385,0.022,103.181,Otago Vertical Datum,4857095.797,1352507.448,NZGD2000,NZTM,Top of Bank
KAK5,510,37.703,-0.026,102.871,Otago Vertical Datum,4857095.466,1352509.742,NZGD2000,NZTM,Bottom of Bank
KAK5,511,42.318,-0.031,103.439,Otago Vertical Datum,4857094.717,1352514.296,NZGD2000,NZTM,Top of Bank
KAK5,512,47.273,-0.029,102.647,Otago Vertical Datum,4857093.905,1352519.185,NZGD2000,NZTM,Bottom of Bank
KAK5,513,51.283,-0.022,102.095,Otago Vertical Datum,4857093.244,1352523.14,NZGD2000,NZTM,Sand
KAK5,514,60.036,0.028,101.845,Otago Vertical Datum,4857091.766,1352531.767,NZGD2000,NZTM,Sand
KAK5,515,69.24,-0.028,101.741,Otago Vertical Datum,4857090.318,1352540.857,NZGD2000,NZTM,Sand
KAK5,516,77.514,-0.024,101.456,Otago Vertical Datum,4857088.963,1352549.018,NZGD2000,NZTM,Sand
KAK5,517,86.369,0.021,101.092,Otago Vertical Datum,4857087.473,1352557.748,NZGD2000,NZTM,Sand
KAK5,518,106.456,-0.025,100.508,Otago Vertical Datum,4857084.238,1352577.572,NZGD2000,NZTM,Sand
KAK5,519,122.708,-0.022,100.216,Otago Vertical Datum,4857081.582,1352593.606,NZGD2000,NZTM,Sand
KAK5,520,135.575,0.023,99.995,Otago Vertical Datum,4857079.436,1352606.293,NZGD2000,NZTM,Sand
KAK5,521,148.976,-0.028,99.705,Otago Vertical Datum,4857077.298,1352619.522,NZGD2000,NZTM,Sand
KAK5,522,161.045,-0.046,99.48,Otago Vertical Datum,4857075.346,1352631.432,NZGD2000,NZTM,Sand
KAK5,523,171.692,0.019,99.266,Otago Vertical Datum,4857073.543,1352641.926,NZGD2000,NZTM,Sand
KAK5,524,182.704,0.023,99.083,Otago Vertical Datum,4857071.741,1352652.789,NZGD2000,NZTM,Sand
KAK5,525,190.229,-0.026,98.959,Otago Vertical Datum,4857070.56,1352660.222,NZGD2000,NZTM,Sand
KAK5,526,195.632,0.015,98.858,Otago Vertical Datum,4857069.638,1352665.545,NZGD2000,NZTM,Sand
KAK6,600,1.038,0,107.896,Otago Vertical Datum,4856875.66,1352454.831,NZGD2000,NZTM,Shingle
KAK6,601,3.069,0.017,108.227,Otago Vertical Datum,4856875.626,1352456.862,NZGD2000,NZTM,Road Edge
KAK6,602,6.389,0.014,108.339,Otago Vertical Datum,4856875.6,1352460.181,NZGD2000,NZTM,Road Centreline
KAK6,603,9.547,-0.013,108.157,Otago Vertical Datum,4856875.6,1352463.34,NZGD2000,NZTM,Road Edge
KAK6,604,12.289,0.018,107.626,Otago Vertical Datum,4856875.546,1352466.081,NZGD2000,NZTM,Shingle
KAK6,605,16.644,0.017,107.166,Otago Vertical Datum,4856875.51,1352470.437,NZGD2000,NZTM,Spot Height
KAK6,606,20.858,0.015,106.286,Otago Vertical Datum,4856875.476,1352474.65,NZGD2000,NZTM,Spot Height
KAK6,607,23.629,-0.01,105.496,Otago Vertical Datum,4856875.477,1352477.421,NZGD2000,NZTM,Spot Height
KAK6,608,38.23,-0.024,104.145,Otago Vertical Datum,4856875.366,1352492.022,NZGD2000,NZTM,Spot Height
KAK6,609,50.753,-0.023,102.745,Otago Vertical Datum,4856875.258,1352504.544,NZGD2000,NZTM,Spot Height
KAK6,610,54.114,-0.016,102.734,Otago Vertical Datum,4856875.222,1352507.905,NZGD2000,NZTM,Spot Height
KAK6,611,62.712,-0.022,104.111,Otago Vertical Datum,4856875.155,1352516.503,NZGD2000,NZTM,Spot Height
KAK6,612,62.876,-0.017,104.101,Otago Vertical Datum,4856875.149,1352516.667,NZGD2000,NZTM,Spot Height
KAK6,613,67.809,0.015,104.337,Otago Vertical Datum,4856875.074,1352521.599,NZGD2000,NZTM,Top of Bank
KAK6,614,70.008,0.016,102.998,Otago Vertical Datum,4856875.054,1352523.798,NZGD2000,NZTM,Bottom of Bank
KAK6,615,81.023,0.024,102.103,Otago Vertical Datum,4856874.952,1352534.812,NZGD2000,NZTM,Sand
KAK6,616,87.584,-0.03,101.638,Otago Vertical Datum,4856874.95,1352541.374,NZGD2000,NZTM,Sand
KAK6,617,102.771,0.027,101.68,Otago Vertical Datum,4856874.763,1352556.56,NZGD2000,NZTM,Sand
KAK6,618,111.469,0.018,101.301,Otago Vertical Datum,4856874.698,1352565.258,NZGD2000,NZTM,Sand
KAK6,619,126.853,-0.023,100.748,Otago Vertical Datum,4856874.608,1352580.641,NZGD2000,NZTM,Sand
KAK6,620,139.269,-0.021,100.504,Otago Vertical Datum,4856874.499,1352593.057,NZGD2000,NZTM,Sand
KAK6,621,147.36,-0.022,100.367,Otago Vertical Datum,4856874.431,1352601.148,NZGD2000,NZTM,Sand
KAK6,622,174.671,0.02,99.864,Otago Vertical Datum,4856874.156,1352628.457,NZGD2000,NZTM,Sand
KAK6,623,186.714,0.02,99.572,Otago Vertical Datum,4856874.053,1352640.5,NZGD2000,NZTM,Sand
KAK6,624,196.304,-0.002,99.37,Otago Vertical Datum,4856873.993,1352650.09,NZGD2000,NZTM,Sand
KAK6,625,206.357,-0.025,99.167,Otago Vertical Datum,4856873.93,1352660.142,NZGD2000,NZTM,Sand
KAK6,626,219.94,0.015,98.894,Otago Vertical Datum,4856873.774,1352673.725,NZGD2000,NZTM,Sand
KAK7,700,5.455,0,103.668,Otago Vertical Datum,4856449.864,1352713.543,NZGD2000,NZTM,Road Edge
KAK7,701,9.007,0.016,103.951,Otago Vertical Datum,4856451.973,1352716.402,NZGD2000,NZTM,Road Centreline
KAK7,702,12.258,0.019,103.772,Otago Vertical Datum,4856453.913,1352719.011,NZGD2000,NZTM,Road Edge
KAK7,703,18.931,-0.017,103.164,Otago Vertical Datum,4856457.928,1352724.34,NZGD2000,NZTM,Top of Bank
KAK7,704,20.873,0.017,102.294,Otago Vertical Datum,4856459.061,1352725.918,NZGD2000,NZTM,Bottom of Bank
KAK7,705,28.227,0.024,101.939,Otago Vertical Datum,4856463.449,1352731.819,NZGD2000,NZTM,Sand
KAK7,706,37.269,0.026,101.551,Otago Vertical Datum,4856468.849,1352739.072,NZGD2000,NZTM,Sand
KAK7,707,44.159,0.026,101.198,Otago Vertical Datum,4856472.965,1352744.597,NZGD2000,NZTM,Sand
KAK7,708,57.118,0.026,100.645,Otago Vertical Datum,4856480.707,1352754.989,NZGD2000,NZTM,Sand
KAK7,709,71.82,0.03,100.32,Otago Vertical Datum,4856489.487,1352766.782,NZGD2000,NZTM,Sand
KAK7,710,94.185,0,99.812,Otago Vertical Datum,4856502.872,1352784.699,NZGD2000,NZTM,Sand
KAK7,711,104.896,-0.026,99.653,Otago Vertical Datum,4856509.292,1352793.273,NZGD2000,NZTM,Sand
KAK7,712,119.08,0.021,99.28,Otago Vertical Datum,4856517.729,1352804.676,NZGD2000,NZTM,Sand
KAK7,713,127.044,0.023,99.222,Otago Vertical Datum,4856522.485,1352811.064,NZGD2000,NZTM,Sand
KAK7,714,142.337,0.023,99.236,Otago Vertical Datum,4856531.62,1352823.327,NZGD2000,NZTM,Sand
KAK7,715,150.5,-0.019,99.252,Otago Vertical Datum,4856536.531,1352829.848,NZGD2000,NZTM,Sand
KAK7,716,151.366,0.021,99.276,Otago Vertical Datum,4856537.016,1352830.567,NZGD2000,NZTM,Sand
KAK7,717,158.216,0.022,99.124,Otago Vertical Datum,4856541.108,1352836.061,NZGD2000,NZTM,Sand
KAK7,718,158.359,0.024,99.205,Otago Vertical Datum,4856541.191,1352836.177,NZGD2000,NZTM,Sand
KAK7,719,160.501,-0.023,99.345,Otago Vertical Datum,4856542.509,1352837.866,NZGD2000,NZTM,Sand
KAK7,720,167.927,0,99.271,Otago Vertical Datum,4856546.927,1352843.835,NZGD2000,NZTM,Sand
KAK7,721,174.942,0.028,98.993,Otago Vertical Datum,4856551.095,1352849.477,NZGD2000,NZTM,Sand
KAK7,722,182.045,-0.024,99.052,Otago Vertical Datum,4856555.381,1352855.142,NZGD2000,NZTM,Sand
KAK8,800,33.592,0,103.54,Otago Vertical Datum,4856228.01,1352887.542,NZGD2000,NZTM,Road Edge
KAK8,801,36.747,0.02,103.681,Otago Vertical Datum,4856230.176,1352889.835,NZGD2000,NZTM,Road Centreline
KAK8,802,40.894,0.019,103.45,Otago Vertical Datum,4856233.043,1352892.831,NZGD2000,NZTM,Road Edge
KAK8,803,44.234,0.021,103.408,Otago Vertical Datum,4856235.351,1352895.246,NZGD2000,NZTM,Top of Bank
KAK8,804,45.154,-0.029,102.725,Otago Vertical Datum,4856236.023,1352895.875,NZGD2000,NZTM,Bottom of Bank
KAK8,805,49.139,-0.023,101.657,Otago Vertical Datum,4856238.774,1352898.759,NZGD2000,NZTM,Spot Height
KAK8,806,52.487,-0.022,100.927,Otago Vertical Datum,4856241.088,1352901.179,NZGD2000,NZTM,Bed Rock
KAK8,807,60.229,0.022,100.558,Otago Vertical Datum,4856246.408,1352906.803,NZGD2000,NZTM,Bed Rock
KAK8,808,67.978,0.002,100.219,Otago Vertical Datum,4856251.779,1352912.389,NZGD2000,NZTM,Bed Rock
KAK8,809,71.441,0.027,99.939,Otago Vertical Datum,4856254.155,1352914.908,NZGD2000,NZTM,Bed Rock
KAK8,810,88.552,0.023,99.597,Otago Vertical Datum,4856265.987,1352927.27,NZGD2000,NZTM,Sand
KAK8,811,98.518,0.018,99.087,Otago Vertical Datum,4856272.879,1352934.467,NZGD2000,NZTM,Sand
KAK8,812,103.272,0.025,99.16,Otago Vertical Datum,4856276.161,1352937.907,NZGD2000,NZTM,Sand
KAK8,813,110.69,0.028,99.087,Otago Vertical Datum,4856281.287,1352943.269,NZGD2000,NZTM,Sand
KAK8,814,115.815,-0.027,99.179,Otago Vertical Datum,4856284.869,1352946.934,NZGD2000,NZTM,Sand
KAK8,815,122.527,0.018,99.067,Otago Vertical Datum,4856289.477,1352951.815,NZGD2000,NZTM,Sand
KAK8,816,128.887,-0.026,98.943,Otago Vertical Datum,4856293.905,1352956.38,NZGD2000,NZTM,Sand
KAK9,900,5.193,0,103.024,Otago Vertical Datum,4855699.313,1353343.275,NZGD2000,NZTM,Fence
KAK9,901,6.938,0.02,103.087,Otago Vertical Datum,4855699.912,1353344.915,NZGD2000,NZTM,Road Edge
KAK9,902,9.673,-0.02,103.203,Otago Vertical Datum,4855700.917,1353347.458,NZGD2000,NZTM,Road Centreline
KAK9,903,13.395,0.029,103.033,Otago Vertical Datum,4855702.188,1353350.957,NZGD2000,NZTM,Road Edge
KAK9,904,20.505,0.021,103.106,Otago Vertical Datum,4855704.711,1353357.604,NZGD2000,NZTM,Spot Height
KAK9,905,31.468,-0.021,102.674,Otago Vertical Datum,4855708.628,1353367.843,NZGD2000,NZTM,Top of Bank
KAK9,906,32.44,-0.01,102.077,Otago Vertical Datum,4855708.962,1353368.756,NZGD2000,NZTM,Bottom of Bank
KAK9,907,37.605,0.02,101.946,Otago Vertical Datum,4855710.761,1353373.599,NZGD2000,NZTM,Sand
KAK9,908,43.524,0.023,101.933,Otago Vertical Datum,4855712.852,1353379.136,NZGD2000,NZTM,Sand
KAK9,909,49.187,0.019,101.765,Otago Vertical Datum,4855714.859,1353384.431,NZGD2000,NZTM,Sand
KAK9,910,56.301,0.019,101.511,Otago Vertical Datum,4855717.376,1353391.085,NZGD2000,NZTM,Sand
KAK9,911,64.951,0.021,101.184,Otago Vertical Datum,4855720.434,1353399.177,NZGD2000,NZTM,Sand
KAK9,912,73.267,0.02,100.83,Otago Vertical Datum,4855723.377,1353406.954,NZGD2000,NZTM,Sand
KAK9,913,82.051,-0.023,100.545,Otago Vertical Datum,4855726.525,1353415.155,NZGD2000,NZTM,Sand
KAK9,914,90.369,0.034,100.374,Otago Vertical Datum,4855729.414,1353422.955,NZGD2000,NZTM,Sand
KAK9,915,100.009,0.025,100.122,Otago Vertical Datum,4855732.832,1353431.968,NZGD2000,NZTM,Sand
KAK9,916,109.289,-0.024,99.873,Otago Vertical Datum,4855736.162,1353440.631,NZGD2000,NZTM,Sand
KAK9,917,115.072,0.021,99.656,Otago Vertical Datum,4855738.165,1353446.056,NZGD2000,NZTM,Sand
KAK9,918,119.959,0.022,99.518,Otago Vertical Datum,4855739.893,1353450.627,NZGD2000,NZTM,Sand
KAK9,919,124.744,0.02,99.344,Otago Vertical Datum,4855741.588,1353455.102,NZGD2000,NZTM,Sand
KAK9,920,132.205,0.029,99.156,Otago Vertical Datum,4855744.219,1353462.084,NZGD2000,NZTM,Sand
KAK9,921,142.983,-0.023,98.873,Otago Vertical Datum,4855748.08,1353472.147,NZGD2000,NZTM,Sand
KAK9,922,147.559,-0.024,98.709,Otago Vertical Datum,4855749.701,1353476.426,NZGD2000,NZTM,Sand
KAK10,1000,0.487,0,102.918,Otago Vertical Datum,4855437.278,1353634.473,NZGD2000,NZTM,Fence
KAK10,1001,1.622,0.026,102.988,Otago Vertical Datum,4855438.069,1353635.287,NZGD2000,NZTM,Road Edge
KAK10,1002,5.013,0.027,103.156,Otago Vertical Datum,4855440.489,1353637.663,NZGD2000,NZTM,Road Centreline
KAK10,1003,9.06,0.023,102.983,Otago Vertical Datum,4855443.38,1353640.495,NZGD2000,NZTM,Road Edge
KAK10,1004,13.172,0.023,102.973,Otago Vertical Datum,4855446.314,1353643.375,NZGD2000,NZTM,Wall
KAK10,1005,19.065,0.022,101.244,Otago Vertical Datum,4855450.52,1353647.502,NZGD2000,NZTM,Bottom of Bank
KAK10,1006,31.129,0,100.588,Otago Vertical Datum,4855459.146,1353655.938,NZGD2000,NZTM,Sand
KAK10,1007,39.613,0.026,100.201,Otago Vertical Datum,4855465.183,1353661.898,NZGD2000,NZTM,Sand
KAK10,1008,46.86,0.027,100,Otago Vertical Datum,4855470.354,1353666.976,NZGD2000,NZTM,Sand
KAK10,1009,56.898,0.019,99.821,Otago Vertical Datum,4855477.523,1353674.002,NZGD2000,NZTM,Sand
KAK10,1010,69.734,0,99.513,Otago Vertical Datum,4855486.697,1353682.979,NZGD2000,NZTM,Sand
KAK10,1011,70.503,0.013,99.473,Otago Vertical Datum,4855487.237,1353683.528,NZGD2000,NZTM,Sand
KAK10,1012,78.128,0.019,99.318,Otago Vertical Datum,4855492.674,1353688.873,NZGD2000,NZTM,Sand
KAK10,1013,84.378,0.015,99.324,Otago Vertical Datum,4855497.138,1353693.248,NZGD2000,NZTM,Sand
KAK10,1014,92.324,0.018,99.093,Otago Vertical Datum,4855502.807,1353698.816,NZGD2000,NZTM,Sand
KAK10,1015,100.046,0.018,98.957,Otago Vertical Datum,4855508.318,1353704.225,NZGD2000,NZTM,Sand
KAK10,1016,107.694,0,98.886,Otago Vertical Datum,4855513.788,1353709.57,NZGD2000,NZTM,Sand
KAK10,1017,110.211,0.019,98.844,Otago Vertical Datum,4855515.571,1353711.346,NZGD2000,NZTM,Sand
KAK11,1100,1.143,0,102.594,Otago Vertical Datum,4854584.535,1353745.053,NZGD2000,NZTM,Spot Height
KAK11,1101,12.14,-0.021,102.886,Otago Vertical Datum,4854581.015,1353755.472,NZGD2000,NZTM,Fence
KAK11,1102,13.534,-0.054,103.115,Otago Vertical Datum,4854580.598,1353756.802,NZGD2000,NZTM,Road Edge
KAK11,1103,16.768,0.014,103.407,Otago Vertical Datum,4854579.492,1353759.842,NZGD2000,NZTM,Road Edge
KAK11,1104,20.303,-0.025,103.53,Otago Vertical Datum,4854578.392,1353763.202,NZGD2000,NZTM,Road Centreline
KAK11,1105,22.601,0.018,103.471,Otago Vertical Datum,4854577.612,1353765.363,NZGD2000,NZTM,Road Edge
KAK11,1106,26.74,0.02,103.299,Otago Vertical Datum,4854576.277,1353769.282,NZGD2000,NZTM,Road Edge
KAK11,1107,27.864,-0.021,103.218,Otago Vertical Datum,4854575.954,1353770.359,NZGD2000,NZTM,Top of Bank
KAK11,1108,29.13,0.019,102.267,Otago Vertical Datum,4854575.509,1353771.545,NZGD2000,NZTM,Bottom of Bank
KAK11,1109,33.183,-0.021,101.83,Otago Vertical Datum,4854574.243,1353775.395,NZGD2000,NZTM,Sand
KAK11,1110,41.027,-0.023,101.66,Otago Vertical Datum,4854571.719,1353782.822,NZGD2000,NZTM,Sand
KAK11,1111,41.184,-0.019,101.717,Otago Vertical Datum,4854571.665,1353782.97,NZGD2000,NZTM,Sand
KAK11,1112,49.292,-0.016,101.667,Otago Vertical Datum,4854569.053,1353790.645,NZGD2000,NZTM,Sand
KAK11,1113,56.996,0.027,101.775,Otago Vertical Datum,4854566.532,1353797.925,NZGD2000,NZTM,Sand
KAK11,1114,67.429,-0.025,101.899,Otago Vertical Datum,4854563.223,1353807.82,NZGD2000,NZTM,Sand
KAK11,1115,74.719,-0.024,101.949,Otago Vertical Datum,4854560.876,1353814.721,NZGD2000,NZTM,Sand
KAK11,1116,82.84,-0.027,101.584,Otago Vertical Datum,4854558.265,1353822.412,NZGD2000,NZTM,Sand
KAK11,1117,93.149,0.018,101.154,Otago Vertical Datum,4854554.904,1353832.157,NZGD2000,NZTM,Sand
KAK11,1118,101.535,-0.024,100.837,Otago Vertical Datum,4854552.245,1353840.111,NZGD2000,NZTM,Sand
KAK11,1119,109.888,-0.026,100.601,Otago Vertical Datum,4854549.558,1353848.019,NZGD2000,NZTM,Sand
KAK11,1120,120.19,0.02,100.404,Otago Vertical Datum,4854546.198,1353857.758,NZGD2000,NZTM,Sand
KAK11,1121,130.144,0.024,100.201,Otago Vertical Datum,4854542.991,1353867.182,NZGD2000,NZTM,Sand
KAK11,1122,140.668,0.025,99.966,Otago Vertical Datum,4854539.603,1353877.146,NZGD2000,NZTM,Sand
KAK11,1123,144.931,0.023,99.844,Otago Vertical Datum,4854538.233,1353881.182,NZGD2000,NZTM,Sand
KAK11,1124,151.96,-0.027,99.642,Otago Vertical Datum,4854536.018,1353887.853,NZGD2000,NZTM,Sand
KAK11,1125,158.88,0.021,99.477,Otago Vertical Datum,4854533.745,1353894.39,NZGD2000,NZTM,Sand
KAK11,1126,181.794,-0.02,98.91,Otago Vertical Datum,4854526.408,1353916.097,NZGD2000,NZTM,Sand
KAK12,1200,9.671,0,112.827,Otago Vertical Datum,4853187.532,1353646.433,NZGD2000,NZTM,Road Edge
KAK12,1201,12.895,0.031,112.991,Otago Vertical Datum,4853189.805,1353648.719,NZGD2000,NZTM,Road Centreline
KAK12,1202,16.48,0.029,112.718,Otago Vertical Datum,4853192.358,1353651.236,NZGD2000,NZTM,Road Edge
KAK12,1203,17.89,0.025,112.009,Otago Vertical Datum,4853193.364,1353652.223,NZGD2000,NZTM,Top of Bank
KAK12,1204,27.237,0.024,104.493,Otago Vertical Datum,4853200.018,1353658.788,NZGD2000,NZTM,Spot Height
KAK12,1205,35.061,0.026,102.755,Otago Vertical Datum,4853205.586,1353664.285,NZGD2000,NZTM,Spot Height
KAK12,1206,39.114,0.03,102.607,Otago Vertical Datum,4853208.468,1353667.134,NZGD2000,NZTM,Spot Height
KAK12,1207,44.351,0.029,102.803,Otago Vertical Datum,4853212.196,1353670.812,NZGD2000,NZTM,Top of Bank
KAK12,1208,45.19,0.019,102.101,Otago Vertical Datum,4853212.801,1353671.394,NZGD2000,NZTM,Bottom of Bank
KAK12,1209,46.763,0.025,101.77,Otago Vertical Datum,4853213.916,1353672.504,NZGD2000,NZTM,Sand
KAK12,1210,54.598,0.019,101.369,Otago Vertical Datum,4853219.498,1353678.002,NZGD2000,NZTM,Sand
KAK12,1211,64.08,0.022,100.821,Otago Vertical Datum,4853226.245,1353684.664,NZGD2000,NZTM,Sand
KAK12,1212,71.042,0.029,100.496,Otago Vertical Datum,4853231.195,1353689.559,NZGD2000,NZTM,Sand
KAK12,1213,90.295,0.028,100.048,Otago Vertical Datum,4853244.9,1353703.082,NZGD2000,NZTM,Sand
KAK12,1214,99.276,0.026,99.89,Otago Vertical Datum,4853251.294,1353709.389,NZGD2000,NZTM,Sand
KAK12,1215,105.595,0.028,99.509,Otago Vertical Datum,4853255.79,1353713.828,NZGD2000,NZTM,Sand
KAK12,1216,131.969,0.02,99.186,Otago Vertical Datum,4853274.569,1353732.347,NZGD2000,NZTM,Sand
KAK12,1217,143.734,0.022,99.209,Otago Vertical Datum,4853282.942,1353740.613,NZGD2000,NZTM,Sand
KAK12,1218,151.971,0.017,99.089,Otago Vertical Datum,4853288.809,1353746.394,NZGD2000,NZTM,Sand
KAK12,1219,158.673,0.01,98.509,Otago Vertical Datum,4853293.584,1353751.097,NZGD2000,NZTM,Sand
